company,valuation,date_joined,year_joined,industry,city,country,continent,year_founded,funding,select_investors
Guoquan Shihui,2000000000,17/03/2021,2021,Consumer & retail,Shanghai,China,Asia,2017,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
Hive,2000000000,21/04/2021,2021,Artificial intelligence,San Francisco,United States,North America,2013,121000000,"Tomales Bay Capital, Bain & Company, General Catalyst"
HuiMin,2000000000,05/09/2016,2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management"
ISN,2000000000,17/12/2020,2020,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,0,Blackstone
Iterable,2000000000,15/06/2021,2021,Internet software & services,San Francisco,United States,North America,2013,342000000,"CRV, Blue Cloud Ventures, Index Ventures"
Kajabi,2000000000,04/05/2021,2021,Internet software & services,Irvine,United States,North America,2010,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
Kaseya,2000000000,27/03/2019,2019,Cybersecurity,Miami,United States,North America,2000,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
Keep,2000000000,19/05/2020,2020,Mobile & telecommunications,Beijing,China,Asia,2014,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
KRY,2000000000,27/04/2021,2021,Health,Stockholm,Sweden,Europe,2014,569000000,"Index Ventures, Creandum, Accel"
Loggi,2000000000,05/06/2019,2019,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+"
LTK,2000000000,22/11/2021,2021,Internet software & services,Dallas,United States,North America,2011,315000000,"SoftBank Group, Maverick Capital"
Lunar,2000000000,12/07/2021,2021,Fintech,Aarhus,Denmark,Europe,2015,448000000,"SEED Capital, Greyhound Capital, Socii Capital"
Mafengwo,2000000000,23/05/2019,2019,Travel,Beijing,China,Asia,2010,503000000,"Qiming Venture Partners, Capital Today, General Atlantic"
Magic Leap,2000000000,21/10/2014,2014,Hardware,Plantation,United States,North America,2010,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
Misfits Market,2000000000,21/04/2021,2021,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management"
Modern Treasury,2000000000,06/10/2021,2021,Fintech,San Francisco,United States,North America,2018,183000000,"Benchmark, Altimeter Capital, Quiet Capital"
MURAL,2000000000,20/07/2021,2021,Internet software & services,San Francisco,United States,North America,2011,192000000,"Insight Partners, Tiger Global Management, Gradient Ventures"
Mynt,2000000000,01/11/2021,2021,Fintech,Taguig City,Philippines,Asia,2015,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation"
Neo4j,2000000000,17/06/2021,2021,Data management & analytics,San Mateo,United States,North America,2007,408000000,"Eight Roads Ventures, One Peak Partners, Creandum"
Netlify,2000000000,17/11/2021,2021,Internet software & services,San Francisco,United States,North America,2014,202000000,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
OCSiAl,2000000000,04/03/2019,2019,Other,Leudelange,Luxembourg,Europe,2012,285000000,"A&NN, Rusnano"
Opay,2000000000,23/08/2021,2021,Fintech,Lagos,Nigeria,Africa,2018,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
Pipe,2000000000,19/05/2021,2021,Fintech,Miami,United States,North America,2019,566000000,"next47, MaC Venture Capital, FinVC"
Preferred Networks,2000000000,17/05/2018,2018,Artificial intelligence,Tokyo,Japan,Asia,2014,147000000,"Toyota Motor Corporation, Mizuho Financial Group, FANUC"
Quora,2000000000,21/04/2017,2017,Internet software & services,Mountain View,United States,North America,2009,226000000,"Y Combinator, Matrix Partners, Benchmark"
Redis Labs,2000000000,25/08/2020,2020,Data management & analytics,Mountain View,United States,North America,2011,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
SmartNews,2000000000,05/08/2019,2019,Mobile & telecommunications,Tokyo,Japan,Asia,2012,410000000,"Japan Post Capital, Globis Capital Partners, Atomico"
Spring Health,2000000000,16/09/2021,2021,Health,New York,United States,North America,2016,296000000,"Rethink Impact, Work-Bench, RRE Ventures"
StarkWare,2000000000,17/11/2021,2021,Cybersecurity,Netanya,Israel,Asia,2018,161000000,"Sequoia Capital, Paradigm, Pantera Capital"
SWORD Health,2000000000,22/11/2021,2021,Health,New York,United States,North America,2015,296000000,"Khosla Ventures, Green Innovations, Founders Fund"
Tier,2000000000,25/10/2021,2021,Travel,Berlin,Germany,Europe,2018,587000000,"Northzone Ventures, White Star Capital, Novator Partners"
Trendy Group International,2000000000,13/02/2012,2012,Consumer & retail,Kowloon,Hong Kong,Asia,1999,200000000,L Capital Partners
Unqork,2000000000,06/10/2020,2020,Fintech,New York,United States,North America,2017,365000000,"Blackrock, capitalG, World Lab Innovation"
VerbIT,2000000000,08/06/2021,2021,Artificial intelligence,New York,United States,North America,2016,432000000,"ClalTech, Vertex Ventures, Oryzn Capital"
Virta Health,2000000000,02/12/2020,2020,Health,San Francisco,United States,North America,2015,373000000,"Caffeinated Capital, Obvious Ventures, Venrock"
Xinchao Media,2000000000,09/04/2018,2018,Internet software & services,Chengdu,China,Asia,2007,768000000,"JD.com, Baidu, Vision Plus Capital"
Xingyun Group,2000000000,24/09/2020,2020,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
XtalPi,2000000000,11/08/2021,2021,Artificial intelligence,Shenzhen,China,Asia,2014,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
Zilch,2000000000,10/11/2021,2021,Fintech,London,United Kingdom,Europe,2018,339000000,"Gauss Ventures, Ventura Capital, dmg ventures"
56PINGTAI,1000000000,25/01/2021,2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,188000000,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
Alzheon,1000000000,30/09/2020,2020,Health,Framingham,United States,North America,2013,94000000,"ARCH Venture Partners, Ally Bridge Group"
Aprogen,1000000000,31/05/2019,2019,Health,Seongnam-Si,South Korea,Asia,2000,62000000,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
Axtria,1000000000,13/05/2021,2021,Data management & analytics,Berkeley Heights,United States,North America,2009,206000000,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
Cell C,1000000000,07/08/2017,2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,547000000,"Blue Label Telecoms, Net1 UEPS Technologies"
China Cloud,1000000000,11/06/2018,2018,Hardware,Wuxi,China,Asia,2010,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
CredAvenue,1000000000,07/03/2022,2022,Fintech,Chennai,India,Asia,2017,227000000,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
DeepBlue Technology,1000000000,16/04/2018,2018,Artificial intelligence,Shanghai,China,Asia,2014,79000000,"DESUN Capital, Yunfeng Capital, Meridian Capital"
dMed Biopharmaceutical,1000000000,12/07/2021,2021,Health,Shanghai,China,Asia,2016,214000000,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
Einride,1000000000,31/12/2021,2021,Auto & transportation,Stockholm,Sweden,Europe,2016,151000000,"Temasek, BUILD Capital Partners, Northzone Ventures"
EQRx,1000000000,11/01/2021,2021,Health,Cambridge,United States,North America,2020,700000000,"Nextech Invest, Casdin Capital, Google Ventures"
Everly Health,1000000000,03/12/2020,2020,E-commerce & direct-to-consumer,Austin,United States,North America,2015,231000000,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
Fair,1000000000,20/12/2018,2018,Auto & transportation,Santa Monica,United States,North America,2016,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Flipboard,1000000000,22/07/2015,2015,Internet software & services,Palo Alto,United States,North America,2010,211000000,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
Globality,1000000000,22/01/2019,2019,Artificial intelligence,Menlo Park,United States,North America,2015,310000000,SoftBank Group
Hosjoy,1000000000,18/10/2018,2018,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,139000000,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
Huisuanzhang,1000000000,24/05/2021,2021,Fintech,Beijing,China,Asia,2015,227000000,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
HuJiang,1000000000,29/10/2015,2015,Edtech,Shanghai,China,Asia,2001,223000000,"China Minsheng Investment, Baidu, Wanxin Media"
Hyperchain,1000000000,11/04/2021,2021,Fintech,Hangzhou,China,Asia,2016,249000000,"Yinhong Equity Investment Fund, E Fund, Ideal International"
iTutorGroup,1000000000,18/11/2015,2015,Edtech,Shanghai,China,Asia,1998,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
JimuBox,1000000000,21/04/2015,2015,Fintech,Beijing,China,Asia,2013,131000000,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
Juma Peisong,1000000000,26/11/2018,2018,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,281000000,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
Justworks,1000000000,28/01/2020,2020,Internet software & services,New York,United States,North America,2012,143000000,"Index Ventures, Thrive Capital, Bain Capital Ventures"
Keenon Robotics,1000000000,15/09/2021,2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,229000000,"Yunqi Partners, SoftBank Group, iVision Ventures"
Kuaigou Dache,1000000000,13/07/2018,2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
LifeMiles,1000000000,13/07/2015,2015,Other,Bogota,Colombia,South America,2011,344000000,Advent International
LinkSure Network,1000000000,01/01/2015,2015,Mobile & telecommunications,Shanghai,China,Asia,2013,52000000,N/A
MobiKwik,1000000000,13/10/2021,2021,Fintech,Gurugram,India,Asia,2009,249000000,"Sequoia Capital India, The Times Group, GMO VenturePartners"
Modernizing Medicine,1000000000,10/05/2017,2017,Health,Boca Raton,United States,North America,2010,394000000,"Warburg Pincus, Summit Partners, Sands Capital"
OVH,1000000000,15/08/2016,2016,Other,Roubaix,France,Europe,1999,1000000000,"KKR, TowerBrook Capital Partners"
Phenom People,1000000000,07/04/2021,2021,Internet software & services,Ambler,United States,North America,2011,163000000,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
Pipa Coding,1000000000,25/03/2021,2021,Edtech,Beijing,China,Asia,2017,268000000,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
Qingting FM,1000000000,02/06/2021,2021,Internet software & services,Shanghai,China,Asia,2011,164000000,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
Rad Power Bikes,1000000000,28/10/2021,2021,Auto & transportation,Seattle,United States,North America,2007,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price"
Shulan Health,1000000000,01/03/2021,2021,Health,Hangzhou,China,Asia,2015,43000000,Qiming Venture Partners
SITECH DEV,1000000000,16/05/2019,2019,Other,Guiyang,China,Asia,2017,0,China Prosperity Capital
Snapdeal,1000000000,21/05/2014,2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2000000000,"SoftBankGroup, Blackrock, Alibaba Group"
SumUp,1000000000,16/07/2019,2019,Fintech,London,United Kingdom,Europe,2011,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
TalkingData,1000000000,06/01/2021,2021,Mobile & telecommunications,Beijing,China,Asia,2013,310000000,"N5 Capital, CR Capital Mgmt, JD Digits"
UISEE Technology,1000000000,25/01/2021,2021,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,154000000,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
Valgen Medtech,1000000000,06/05/2021,2021,Health,Hangzhou,China,Asia,2015,188000000,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
Vectra Networks,1000000000,29/04/2021,2021,Artificial intelligence,San Jose,United States,North America,2011,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
Venafi,1000000000,10/12/2020,2020,Cybersecurity,Salt Lake City,United States,North America,2000,174000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Wacai,1000000000,18/07/2018,2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
WeBull,1000000000,18/02/2021,2021,Fintech,Changsha,China,Asia,2016,230000000,"Bojiang Capital, Hongdao Capital, Mobai Capital"
WTOIP,1000000000,08/04/2018,2018,Internet software & services,Guangzhou,China,Asia,2013,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Xiaobing,1000000000,12/07/2021,2021,Fintech,Beijing,China,Asia,2020,0,"NetEase Capital, Northern Light Venture Capital, Microsoft"
Xiaoe Tech,1000000000,15/06/2021,2021,Internet software & services,Shenzhen,China,Asia,2015,149000000,"GGV Capital, Hillhouse Capital Management, IDG Capital"
Yiguo,1000000000,09/11/2016,2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,800000000,"Alibaba Group, KKR, Goldman Sachs"
Yimidida,1000000000,14/01/2019,2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,554000000,"Source Code Capital, Global Logistic Properties, K2VC"
Yipin Shengxian,1000000000,11/03/2019,2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ynsect,1000000000,21/02/2019,2019,Other,Evry,France,Europe,2011,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Hello TransTech,1000000000,01/06/2018,2018,Auto & transportation,Shanghai,China,Asia,2016,2000000000,"Ant Financial Services Group, GGV Capital"
Miaoshou Doctor,1000000000,27/06/2019,2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
ECARX,1000000000,26/10/2020,2020,Auto & transportation,Wuhan,China,Asia,2016,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Eat Just,1000000000,30/11/2017,2017,Consumer & retail,San Francisco,United States,North America,2011,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund"
Trumid,1000000000,15/07/2020,2020,Fintech,New York,United States,North America,2014,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Qualia,1000000000,21/12/2020,2020,Fintech,San Francisco,United States,North America,2015,160000000,"8VC, Menlo Ventures, Tiger Global Management"
Beisen,1000000000,11/05/2021,2021,Internet software & services,Beijing,China,Asia,2002,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Earnix,1000000000,21/02/2021,2021,Fintech,Giv'atayim,Israel,Asia,2001,98000000,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
Kujiale,1000000000,25/10/2019,2019,Internet software & services,Hangzhou,China,Asia,2011,235000000,"GGV Capital, IDG Capital, Linear Venture"
Orca Security,1000000000,23/03/2021,2021,Cybersecurity,Portland,United States,North America,2019,632000000,"YL Ventures, Redpoint Ventures, GGV Capital"
Apus Group,1000000000,16/01/2015,2015,Mobile & telecommunications,Beijing,China,Asia,2014,116000000,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
Forte Labs,1000000000,12/05/2021,2021,Fintech,San Francisco,United States,North America,2018,910000000,"Iris Capital, Accel, Elaia Partners"
CureFit,1000000000,10/11/2021,2021,Health,Bengaluru,India,Asia,2016,665000000,"Chiratae Ventures, Accel, Kalaari Capital"
DT Dream,1000000000,08/06/2017,2017,Data management & analytics,Hangzhou,China,Asia,2015,267000000,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
fabric,1000000000,24/02/2022,2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
JOLLY Information Technology,1000000000,29/05/2018,2018,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,96000000,"Legend Capital, CDH Investments, Sequoia Capital China"
K Health,1000000000,19/01/2021,2021,Health,New York,United States,North America,2016,271000000,"Max Ventures, Mangrove Capital Partners, 14W"
Mofang Living,1000000000,13/04/2016,2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,650000000,"Warburg Pincus, Aviation Industry Corporation of China"
Spendesk,1000000000,18/01/2022,2022,Fintech,Paris,France,Europe,2015,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic"
TaxBit,1000000000,04/08/2021,2021,Fintech,Draper,United States,North America,2018,236000000,"Insight Partners, Coinbase Ventures, PayPal Ventures"
XiaoZhu,1000000000,01/11/2017,2017,Travel,Beijing,China,Asia,2012,572000000,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,1000000000,20/09/2018,2018,Consumer & retail,Beijing,China,Asia,2014,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,1000000000,29/06/2021,2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,207000000,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,1000000000,03/06/2019,2019,Auto & transportation,Shanghai,China,Asia,2016,362000000,"China Grand Prosperity Investment, CSC Group"
Aleo,1000000000,07/02/2022,2022,Cybersecurity,San Francisco,United States,North America,2019,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,1000000000,16/03/2018,2018,Hardware,Shenzhen,China,Asia,2006,218000000,"Baidu, Tencent Holdings"
Gymshark,1000000000,14/08/2020,2020,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,262000000,General Atlantic
M1 Finance,1000000000,14/07/2021,2021,Fintech,Chicago,United States,North America,2015,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,1000000000,27/06/2019,2019,Internet software & services,Shanghai,China,Asia,2015,432000000,Taigang Venture Capital
SonderMind,1000000000,28/07/2021,2021,Health,Denver,United States,North America,2014,183000000,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,1000000000,14/04/2021,2021,Mobile & telecommunications,San Francisco,United States,North America,2015,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,1000000000,15/05/2019,2019,E-commerce & direct-to-consumer,New York,United States,North America,2015,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,1000000000,22/01/2018,2018,Auto & transportation,Madrid,Spain,Europe,2011,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,1000000000,05/04/2022,2022,Health,San Francisco,United States,North America,2015,328000000,"KKR, Aspenwood Ventures, Spark Capital"
Coda,1000000000,08/07/2021,2021,Internet software & services,Mountain View,United States,North America,2014,240000000,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,1000000000,02/08/2018,2018,Internet software & services,Paris,France,Europe,2007,532000000,"Orange Digital Ventures, Access Industries"
Degreed,1000000000,13/04/2021,2021,Edtech,Pleasanton,United States,North America,2012,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,1000000000,24/01/2022,2022,Fintech,Ghent,Belgium,Europe,2018,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,1000000000,11/01/2022,2022,Internet software & services,San Francisco,United States,North America,2013,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,1000000000,11/03/2021,2021,Internet software & services,Stockholm,Sweden,Europe,2009,509000000,"EQT Partners, Blackstone"
Figment,1000000000,20/12/2021,2021,Internet software & services,Toronto,Canada,North America,2018,165000000,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,1000000000,26/01/2022,2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,264000000,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,1000000000,26/03/2021,2021,Other,Chennai,India,Asia,1984,456000000,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,1000000000,08/04/2021,2021,Internet software & services,San Francisco,United States,North America,2011,384000000,"Helion Venture Partners, Tiger Global management, CRV"
Kong,1000000000,31/12/2020,2020,Internet software & services,San Francisco,United States,North America,2007,169000000,"New Enterprise Associates, CRV, Index Ventures"
Koudai,1000000000,23/10/2014,2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,368000000,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,1000000000,02/12/2021,2021,Cybersecurity,San Francisco,United States,North America,2018,141000000,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,1000000000,04/11/2021,2021,Health,Miami,United States,North America,2016,241000000,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,1000000000,07/12/2021,2021,Health,Gurugram,India,Asia,2018,177000000,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,1000000000,07/10/2021,2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,1000000000,10/02/2022,2022,Cybersecurity,Palo Alto,United States,North America,2016,271000000,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,1000000000,08/06/2021,2021,Fintech,Munich,Germany,Europe,2014,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,1000000000,25/01/2022,2022,Artificial intelligence,Austin,United States,North America,2013,286000000,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,1000000000,03/02/2021,2021,Fintech,New York,United States,North America,2015,426000000,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,1000000000,16/05/2017,2017,Fintech,New York,United States,North America,2014,511000000,"BNP Paribas, Goldman Sachs, Google"
Tripledot,1000000000,14/02/2022,2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,202000000,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,1000000000,21/10/2021,2021,Internet software & services,Los Angeles,United States,North America,2014,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,1000000000,17/10/2017,2017,Mobile & telecommunications,Beijing,China,Asia,2021,151000000,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,1000000000,18/03/2021,2021,Internet software & services,New York,United States,North America,2011,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,1000000000,14/02/2022,2022,Fintech,Sao Paulo,Brazil,South America,2016,720000000,"Propel Venture Partners, Monashees+, BBVA"
Veepee,1000000000,02/07/2007,2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,0,"Summit Partners, Qatar Holding"
Alloy,1000000000,30/09/2021,2021,Fintech,New York,United States,North America,2015,156000000,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,1000000000,14/02/2022,2022,Other,Hawthorne,United States,North America,2018,287000000,"8VC, Bedrock Capital, Broom Ventures"
Klook,1000000000,07/08/2018,2018,Travel,Central,Hong Kong,Asia,2014,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,1000000000,15/06/2021,2021,Health,Guangzhou,China,Asia,2015,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,1000000000,15/04/2021,2021,Fintech,San Jose,United States,North America,2011,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,1000000000,29/11/2021,2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,276000000,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,1000000000,24/01/2022,2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,178000000,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,1000000000,25/01/2022,2022,Health,New York,United States,North America,2010,115000000,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,1000000000,22/10/2018,2018,Other,Seoul,South Korea,Asia,2003,67000000,Goldman Sachs
Grove Collaborative,1000000000,06/09/2019,2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,475000000,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,1000000000,25/04/2019,2019,Cybersecurity,Hangzhou,China,Asia,2013,252000000,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,1000000000,19/07/2018,2018,Artificial intelligence,Beijing,China,Asia,2012,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,1000000000,29/09/2021,2021,Fintech,New York,United States,North America,2010,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,1000000000,27/04/2021,2021,Other,Washington,United States,North America,2010,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,1000000000,27/01/2022,2022,Fintech,San Francisco,United States,North America,2017,102000000,"Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,1000000000,16/08/2021,2021,Internet software & services,New York,United States,North America,2013,0,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,1000000000,27/01/2022,2022,Internet software & services,Berkeley,United States,North America,2012,130000000,"Zeev Ventures, GSV Ventures"
Flock Freight,1000000000,20/10/2021,2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,399000000,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,1000000000,06/03/2020,2020,Health,Tirat Carmel,Israel,Asia,1999,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,1000000000,23/03/2022,2022,Internet software & services,Dallas,United States,North America,2020,215000000,"Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,1000000000,11/01/2022,2022,Fintech,Long Beach,United States,North America,2018,128000000,"Left Lane Capital, Walden Venture Capital"
Konfio,1000000000,29/09/2021,2021,Fintech,Mexico City,Mexico,North America,2013,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,1000000000,16/03/2022,2022,Internet software & services,Melbourne,Australia,Oceania,2016,166000000,"AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,1000000000,01/02/2022,2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,336000000,"Chromo Invest, Maersk Growth, BlackRock"
Lukka,1000000000,14/01/2022,2022,Fintech,New York,United States,North America,2014,201000000,"Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,1000000000,24/12/2020,2020,Other,Shanghai,China,Asia,2015,10000000,"Coatue Management, H Capital, Capital Today"
The Brandtech Group,1000000000,19/11/2019,2019,Other,New York,United States,North America,2015,610000000,Undisclosed
TravelPerk,1000000000,12/01/2022,2022,Travel,Barcelona,Spain,Europe,2015,408000000,"LocalGlobe, Kinnevik, Felix Capital"
YugaByte,1000000000,28/10/2021,2021,Data management & analytics,Sunnyvale,United States,North America,2016,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,1000000000,27/03/2018,2018,Internet software & services,San Francisco,United States,North America,2011,241000000,"FirstMark Capital, Tiger Global Management"
OVO Energy,1000000000,14/02/2019,2019,Other,Bristol,United Kingdom,Europe,2009,324000000,"Mitsubishi Corporation, Mayfair Equity Partners"
BigID,1000000000,16/12/2020,2020,Cybersecurity,New York,United States,North America,2015,246000000,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,1000000000,26/01/2022,2022,Fintech,San Francisco,United States,North America,2014,165000000,"Sequoia Capital, Y Combinator, Accel"
Flipdish,1000000000,13/01/2022,2022,Internet software & services,Dublin,Ireland,Europe,2015,157000000,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,1000000000,05/10/2021,2021,Internet software & services,San Francisco,United States,North America,2014,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
